Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
118,Krause,"A regional assessment of land-based carbon mitigation potentials: Bioenergy, BECCS, reforestation, and forest management et al.",,2020,"Land-based solutions are indispensable features of most climate mitigation scenarios. Here we conduct a novel cross-sectoral assessment of regional carbon mitigation potential by running an ecosystem model with an explicit representation of forest structure and climate impacts for Bavaria, Germany, as a case study. We drive the model with four high-resolution climate projections (EURO-CORDEX) for the representative concentration pathway RCP4.5 and present-day land-cover from three satellite-derived datasets (CORINE, ESA-CCI, MODIS) and identify total mitigation potential by not only accounting for carbon storage but also material and energy substitution effects. The model represents the current state in Bavaria adequately, with a simulated forest biomass 12.9 +/- 0.4% lower than data from national forest inventories. Future land-use changes according to two ambitious land-use harmonization scenarios (SSP1xRCP2.6, SSP4xRCP3.4) achieve a mitigation of 206 and 247 Mt C (2015-2100 period) via reforestation and the cultivation and burning of dedicated bioenergy crops, partly combined with carbon capture and storage. Sensitivity simulations suggest that converting croplands or pastures to bioenergy plantations could deliver a carbon mitigation of 40.9 and 37.7 kg C/m(2), respectively, by the year 2100 if used to replace carbon-intensive energy systems and combined with CCS. However, under less optimistic assumptions (including no CCS), only 15.3 and 12.2 kg C/m(2) are mitigated and reforestation might be the better option (20.0 and 16.8 kg C/m(2)). Mitigation potential in existing forests is limited (converting coniferous into mixed forests, nitrogen fertilization) or even negative (suspending wood harvest) due to decreased carbon storage in product pools and associated substitution effects. Our simulations provide guidelines to policy makers, farmers, foresters, and private forest owners for sustainable and climate-benefitting ecosystem management in temperate regions. They also emphasize the importance of the CCS technology which is regarded critically by many people, making its implementation in the short or medium term currently doubtable.",no,0.95,carbon mitigation
119,Tobin,Integration of wastewater treatment into process design of lignocellulosic biorefineries for improved economic viability et al.,,2020,"Background Production and use of bio-based products offer advantages over conventional petrochemicals, yet the relatively high cost of production has restricted their mainstream adoption. Optimization of wastewater treatment processes could reduce capital expenditures, lowering the barrier to market entry for lignocellulosic biorefineries. This paper characterizes wastewater associated with lignocellulosic ethanol production and evaluates potential wastewater treatment operations. Results It is found that organic material is intrinsic to bioconversion wastewater, representing up to 260 kg of biological oxygen demand per tonne of feedstock processed. Inorganics in the wastewater largely originate from additions during pretreatment and pH adjustments, which increase the inorganic loading by 44 kg per tonne of feedstock processed. Adjusting the ethanol production process to decrease addition of inorganic material could reduce the demands and therefore cost of waste treatment. Various waste treatment technologies-including those that take advantage of ecosystem services provided by feedstock production-were compared in terms of capital and operating costs, as well as technical feasibility. Conclusions It is concluded that wastewater treatment technologies should be better integrated with conversion process design and feedstock production. Efforts to recycle resources throughout the biofuel supply chain through application of ecosystem services provided by adjacent feedstock plantations and recovery of resources from the waste stream to reduce overall capital and operating costs of bioconversion facilities.",no,0.9,wastewater treatment
120,Liu,The carbon-nitrogen nexus of transportation fuels et al.,,2018,"The advocation of a biobased economy has created a compelling case for consideration of biofuels as an alternative to conventional fossil fuels. However, biofuels must be evaluated on multiple criteria to ensure they truly are an improvement over the fossil fuels they are to replace. This study evaluates the carbon (C) footprint (emissions sequestration) and reactive nitrogen (Nr) emissions footprint of two fossil fuels, two first generation biofuels, and eight cellulosic fuels, many with process inputs allocated multiple ways to allow for different valuation of inputs and products. For both C and Nr results, fossil and first generation fuels were often the worst options, while cellulosic fuels look notably better, often in both criteria. For most fuels, there is a trade-off between a low C footprint and low Nr emissions footprint, which is investigated throughout the entire nutrient cycles here. Biofuels usually have lower C footprints and higher Nr emissions due to intensive farming processes, while fossil fuels have a high C footprint and lower Nr emissions. However, cellulosic fuels from feedstocks with low farming inputs switchgrass and low intensity high diversity grassland, or from waste feedstocks, such as municipal solid waste and newsprint have low C and Nr footprints, making them better options for transportation fuels. However, just because these fuels have smaller C and Nr footprints than other fuels does not imply they are absolutely sustainable. The capacity of ecosystems to supply ecosystem services should also be considered before sustainability claims are made. (C) 2018 Elsevier Ltd. All rights reserved.",no,0.95,biofuels emissions
121,Yin,Evaluation of Carbon and Oxygen Balances in Urban Ecosystems Using Land Use/Land Cover and Statistical Data et al.,,2015,"Urban areas play an important role in the global carbon cycle, and human-induced carbon emissions from urban areas urgently need to be reduced. Therefore, understanding the relationship between carbon sources and sinks is the first step toward mitigating the effect of urban areas on climate change. Combined with the land use and land cover (LULC) empirical coefficients and statistical methods, urban carbon and oxygen balances in Beijing were evaluated. In this study, the carbon sequestration and oxygen emission capabilities of various LULC types were calculated, and the partitioning of carbon emissions and oxygen consumption in Beijing were estimated. The evaluation results indicated that the ecosystem services from the LULC in an area were not adequate to offset the urban carbon emissions and oxygen consumption. The areas with a high capacity for carbon sequestration and oxygen emissions were primarily distributed in the exurban districts of Beijing, and the carbon and oxygen balances in the exurban districts were superior to those of core urban areas. Industrial fossil fuel consumption dominated all of the human-induced carbon sources. The methods developed in this research were shown to be viable for the quantitative evaluation of urban ecosystem carbon and oxygen balances.",no,0.95,urban carbon balance
122,Donnison,Land-use change from food to energy: meta-analysis unravels effects of bioenergy on biodiversity and cultural ecosystem services et al.,,2021,"Bioenergy has been identified as a key contributor to future energy scenarios consistent with the Paris Agreement targets, and is relied upon in scenarios both with and without bioenergy with carbon capture and storage, owing to the multiple ways in which bioenergy can substitute fossil fuels. Understanding the environmental and societal impacts of land-use change (LUC) to bioenergy crops is important in determining where and how they could be deployed, and the resulting trade-offs and co-benefits. We use systematic review and meta-analysis to assess the existing literature on two poorly understood impacts of this LUC that are likely to have an important effect on public acceptability: cultural ecosystem services and biodiversity. We focus on the impact of LUC to non-food bioenergy crops on agricultural landscapes, where large-scale bioenergy planting may be required. Our meta-analysis finds strong benefits for biodiversity overall (up 75% +/- 13%), with particular benefits for bird abundance (+81% +/- 32%), bird species richness (+100% +/- 31%), arthropod abundance (+52% +/- 36%), microbial biomass (+77% +/- 24%), and plant species richness (+25% +/- 22%), when land moves out of either arable crops or grassland to bioenergy production. Conversions from arable land to energy trees led to particularly strong benefits, providing an insight into how future LUC to non-food bioenergy crops could support biodiversity. There were inadequate data to complete a meta-analysis on the effects of non-food bioenergy crops on cultural ecosystem services, and few generalizable conclusions from a systematic review of the literature, however, findings highlight the importance of landscape context and planting strategies in determining impact. Our findings demonstrate improved farm-scale biodiversity on agricultural land with non-food bioenergy crops, but also limited knowledge concerning public response to this LUC, which could prove crucial to the successful expansion of bioenergy to meet the Paris targets.",no,0.95,bioenergy
123,Galparsoro,A new framework and tool for ecological risk assessment of wave energy converters projects et al.,,2021,"Marine renewable energy has considerable potential for enhancing the diversity of renewable sources, to reduce our reliance on fossil fuels and combat climate change. While the technological development of wave energy converters is progressing rapidly, their environmental impacts are still largely unknown, which is a barrier that could hinder their deployment. This research contributes to the state-of-the-art by introducing a framework for quantifying and analysing the ecological risks of three technologies (oscillating water columns, oscillating wave surge converters, and wave turbines). Based on a literature review, expert consultation process, and the devel-opment of a web tool, the potential pressures and the ecosystem elements that might be affected during the life cycle of a generic wave farm (an array of wave energy converters) are investigated. The main pressures are found to be physical disturbance, physical loss, hydrological change, and noise. The ecosystem elements sustaining the largest number of pressures and, therefore, at higher ecological risk are fish and cephalopods species, and benthic and pelagic habitats. The ecological risk assessment framework is operationalized into a free-access web tool (https://aztidata.es/wec-era/) for the interactive assessment and visualisation of the pressures and ecological risks. The tool is intended to be used by managers, decision makers, scientists or promoters during the Strategic Environmental Assessment and Environmental Impact Assessment of wave energy projects. The novel approach presented in this work is more sophisticated than previous risk assessment matrices, enabling to better capture the complexity of the interactions between a wave farm and the environment.",no,0.95,wave energy ecological risk
124,Dolan,Land management and climate change determine second-generation bioenergy potential of the US Northern Great Plains et al.,,2020,"Bioenergy with carbon capture and storage (BECCS) has been proposed as a potential climate mitigation strategy raising concerns over trade-offs with existing ecosystem services. We evaluate the feasibility of BECCS in the Upper Missouri River Basin (UMRB), a landscape with diverse land use, ownership, and bioenergy potential. We develop land-use change scenarios and a switchgrass (Panicum virgatum L.) crop functional type to use in a land-surface model to simulate second-generation bioenergy production. By the end of this century, average annual switchgrass production over the UMRB ranges from 60 to 210 Tg dry mass/year and is dependent on the Representative Concentration Pathway for greenhouse gas emissions and on land-use change assumptions. Under our simple phase-in assumptions this results in a cumulative total production of 2,000-6,000 Tg C over the study period with the upper estimates only possible in the absence of climate change. Switchgrass yields decreased as average CO2 concentrations and temperatures increased, suggesting the effect of elevated atmospheric CO2 was small because of its C4 photosynthetic pathway. By the end of the 21st century, the potential energy stored annually in harvested switchgrass averaged between 1 and 4 EJ/year assuming perfect conversion efficiency, or an annual electrical generation capacity of 7,000-28,000 MW assuming current bioenergy efficiency rates. Trade-offs between bioenergy and ecosystem services were identified, including cumulative direct losses of 1,000-2,600 Tg C stored in natural ecosystems from land-use change by 2090. Total cumulative losses of ecosystem carbon stocks were higher than the potential 300 Tg C in fossil fuel emissions from the single largest power plant in the region over the same time period, and equivalent to potential carbon removal from the atmosphere from using biofuels grown in the same region. Numerous trade-offs from BECCS expansion in the UMRB must be balanced against the potential benefits of a carbon-negative energy system.",no,0.95,beccs trade-offs
125,Eggers,Management Strategies for Wood Fuel Harvesting-Trade-Offs with Biodiversity and Forest Ecosystem Services et al.,,2020,"Bioenergy is expected to contribute to mitigating climate change. One major source for bioenergy is woody biomass from forests, including logging residues, stumps, and whole trees from young dense stands. However, at increased extraction rates of woody biomass, the forest ecosystem, its biodiversity, and its ability to contribute to fundamental ecosystem services will be affected. We used simulation and optimization techniques to assess the impact of different management strategies on the supply of bioenergy and the trade-offs between wood fuel harvesting, biodiversity, and three other ecosystem services-reindeer husbandry, carbon storage, and recreation. The projections covered 100 years and a forest area of 3 million ha in northern Sweden. We found that the development of novel and cost-effective management systems for biomass outtake from young dense stands may provide options for a significant supply of bioenergy to the emerging bioeconomy, while at the same time securing biodiversity and important ecosystem values in future stand developments. In addition, there is potential to increase the extraction of harvest residues and stumps while simultaneously improving conditions for biodiversity and the amount of carbon stored in forest ecosystems compared to current levels. However, the projected continuing trend of increased forest density (in terms of basal area) has a negative impact on the potential for reindeer husbandry and recreation, which calls for researching new management strategies on landscape levels.",no,0.9,bioenergy from forest biomass
126,Baumber,Energy cropping and social licence: What's trust got to do with it? et al.,,2018,"Cellulosic energy crops have been promoted in various jurisdictions for their potential to mitigate climate change and enhance energy security while avoiding some of the negative impacts associated with first-generation biofuel crops. However, the successful expansion of cellulosic energy cropping depends on its acceptance by local communities. The social licence to operate (SLO) concept has been applied in mining and other sectors since the late 1990s and offers a framework for analysing the relationships between energy cropping proponents and local communities.This review analyses recent cellulosic energy cropping studies to determine the extent to which they consider the key SLO variables of distributional fairness, procedural fairness, trust and adaptability. The results indicate that, of these four variables, trust has received the least coverage in previous studies focusing on the social dimensions of cellulosic energy cropping. This review also highlights a contrast between energy cropping studies that applied the SLO concept, all of which explicitly considered trust, and those studies that did not apply the SLO concept. This result highlights the potential role that the SLO concept could play in ensuring that the importance of trust is not overlooked by researchers, bioenergy proponents or policy-makers.",no,0.95,social licence to operate
127,Rehman,Accelerating access to energy services: Way forward et al.,,2017,"As nearly a fifth of the world's population still lives without access to electricity and double that number with no access to modern cooking technologies, both public and private sector players have invested resources in developing infrastructure to address this energy gap. While there have been exceptional cases like China, Vietnam and Brazil, where the public sector led grid expansion achieved incredible gains in expanding access as to electricity, the general trend over the years in most developing countries has demonstrated that both public and private led approaches have been unsuccessful in independently yielding the desired acceleration and continuity to deliver universal energy access. Despite the inherent benefits of both public and private sector led initiatives, typical systemic inefficiencies and inadequate capacities in both approaches prevent them from fully addressing the principal objective of facilitating energy access for the poor in the long term. Also, even if required investments were adequately capitalized, with the current population growth rate continually outpacing the rate of interventions, the number of people who remained energy poor 15 years hence, would still be the same. Thus, not only is there is a need for providing energy access to the existing population mass, but an equal need to do it fast enough to truly reduce the number of energy poor across the globe. An alternative approach therefore needs to be explored that juxtaposes the social welfare objectives of public sector led initiatives with the enterprise development and growth objectives of the private sector, to support the creation of an enabling ecosystem and a viable value chain that successfully and effectively delivers energy solutions to the last mile. Such a pro-poor hybrid model will essentially address the inefficiencies and inadequacies of both public and private approaches and capitalize on their strengths through a complementary mix of social and commercial goals. The model facilitates collaborations at the corporate, institutional and individual levels to drive individual parts of a unified energy provisioning system, making it adaptable, dynamic, flexible and manoeuvrable within structures, relationships and entities. Policy level support and accompanying regulatory frameworks are critical for clear role definitions, proper planning and execution.",no,0.95,energy access systems
128,Rivera,Charging Infrastructure and Grid Integration for Electromobility et al.,,2023,"Electric vehicle (EV) charging infrastructure will play a critical role in decarbonization during the next decades, energizing a large share of the transportation sector. This will further increase the enabling role of power electronics converters as an energy transition technology in the widespread adoption of clean energy sources and their efficient use. However, this deep transformation comes with challenges, some of which are already unfolding, such as the slow deployment of charging infrastructure and competing charging standards, and others that will have a long-term impact if not addressed timely, such as the reliability of power converters and power system stability due to loss of system inertia, just to name a few. Nevertheless, the inherent transition toward power systems with higher penetration of power electronics and batteries, together with a layer of communications and information technologies, will also bring opportunities for more flexible and intelligent grid integration and services, which could increase the share of renewable energy in the power grid. This work provides an overview of the existing charging infrastructure ecosystem, covering the different charging technologies for different EV classes, their structure, and configurations, including how they can impact the grid in the future.",no,0.95,ev charging infrastructure
129,Bhattacharyya,Exploring the factors influencing electric vehicle adoption: an empirical investigation in the emerging economy context of India et al.,,2021,"Purpose The Indian automotive industry was witnessing a transition from conventional vehicles to greener battery-operated electric vehicles (EVs). However, the acceptance of these EVs was still muted and brought significant challenges for the industry. Literature regarding the adoption of EVs was scarce in the Indian context. It was thus imperative to explore and comprehend the distinct perceptions of industry managers and consumers regarding the adoption of EVs in India. The purpose of this study is to comprehensively analyze the entire Indian EVs ecosystem to address this research gap. Design/methodology/approach The authors carried out an empirical investigation starting with a structured literature review to identify the researchable gaps. Subsequently, the authors conducted semi-structured open-ended interviews with 38 experts including automotive industry experts and EV consumers. The authors further performed a thematic content analysis of the expert interview responses to document critical insights regarding the adoption of EVs. Findings The authors identified 11 key factors influencing the adoption of EVs in this study. The vital considerations regarding the availability of charging technologies, its associated selection dilemma, emerging business models and public policy support were presented and discussed. Market penetration of EVs was found to be influenced mostly by the choice of charging technology. Further, the switching intention of consumers was deliberated upon to highlight the specific technological and psychological preferences of consumers. The accessibility of charging stations emerged as the most influential factor. The research findings indicated that harmony among stakeholders was missing in the Indian EVs ecosystem. Instead, there were discrete efforts by organizations. The EVs ecosystem required collaboration for improved adoption of the EVs. Further, the necessity to rectify the chaotic charging infrastructure in the country was highlighted as a major pain point for customers to adopt EV. Research limitations/implications This study theoretically contributed to push-pull-mooring (PPM) framework for understanding the adoption of EVs in India. This enabled the authors to extensively analyze consumers' psychological and technological considerations regarding their switching intention toward EVs. Practical implications The findings of this study would help managers in decision-making toward the establishment of charging infrastructure involving multiple considerations such as the accessibility of charging, multi-dimensional competence at charging stations and servicing capabilities. Managers could also use the insights from this study to secure supportive recommendations for improving the overall EV infrastructure. The results of this study would benefit policymakers to set strategic directions through an integrated view of the entire EVs ecosystem involving management of bus and taxi fleets, two-wheelers and three-wheelers and such others. Originality/value Generally, in extant research, either firm managers' or customers' perspectives are considered separately. This study deliberated upon the PPM framework and switching intention accommodating both the industry and consumers' perspectives. To the best of the authors' knowledge, this was, thus, one of the first research articles which integrated insights from both the industry and consumers. This established the PPM framework for understanding the adoption of EVs.Further, it helped in comprehending the specific technological and psychological preferences of consumers regarding switching intention toward EVs.",no,0.95,electric vehicle adoption
130,Cabral,Implications of poor-regulated wastewater treatment systems in the water quality and nutrient fluxes of a subtropical coastal lagoon et al.,,2019,"Sewage treatment is a way of controlling coastal eutrophication worldwide. Yet is it enough to ensure water quality and avoid the effects of eutrophication? In this study, we hypothesize that sewered and non-sewered regions of Conceicao lagoon (Southern Brazil) have similar water quality, due to the poorly designed sewerage system and the lack of effective public policies. The LOICZ (Land-Ocean Interactions in the Coastal Zone) biogeochemical model was used to understand how the lagoon responds to nutrient inputs from the watershed. There was no significant difference in the water quality between the urbanized rivers. Both regions (sewered and non-sewered) showed high concentrations of phosphate, ammonium and fecal coliform. The percentage of urbanization was directly correlated with deoxygenation, nutrients and coliform. Lower concentrations of nutrients and oxic waters were found in the non-urbanized rivers and in the lagoon. As such, biogeochemical and physical processes counterbalance the nutrient inputs. However, the sewage runoff might be fueling the dead zone of the lagoon, since the water residence time and nutrient retention are high. Our results indicate that the sewage treatments are inefficient in preventing the input of organic matter and nutrients to the system. Additionally, new management strategies are required to revert eutrophication, such as the expansion of the serviced area by the sewage system and the improvement of its technology. (C) 2019 Elsevier B.V. All rights reserved.",no,0.95,sewage treatment
131,Dale,Risks to global biodiversity from fossil-fuel production exceed those from biofuel production et al.,,2015,"Potential global biodiversity impacts from near-term gasoline production are compared to biofuel, a renewable liquid transportation fuel expected to substitute for gasoline in the near term (i.e., from now until c. 2030). Petroleum exploration activities are projected to extend across more than 5.8 billion ha of land and ocean worldwide (of which 3.1 billion is on land), much of which is in remote, fragile terrestrial ecosystems or off-shore oil fields that would remain relatively undisturbed if not for interest in fossil fuel production. Future biomass production for biofuels is projected to fall within 2.0 billion ha of land, most of which is located in areas already impacted by human activities. A comparison of likely fuel-source areas to the geospatial distribution of species reveals that both energy sources overlap with areas with high species richness and large numbers of threatened species. At the global scale, future petroleum production areas intersect more than double the area and a higher total number of threatened species than future biofuel production. Energy options should be developed to optimize provisioning of ecosystem services while minimizing negative effects, which requires information about potential impacts on critical resources. Energy conservation and identifying and effectively protecting habitats with high-conservation value are critical first steps toward protecting biodiversity under any fuel production scenario. Published in 2014 by John Wiley & Sons, Ltd",no,0.9,biodiversity impacts
133,Yang,The spatial distribution and expansion of subsided wetlands induced by underground coal mining in eastern China et al.,,2021,"A large number of subsided wetlands have formed in eastern China in areas with high-intensity mining. However, data are not currently available to indicate their spatial distribution and expansion in the past thirty years. This paper uses a modified normalized difference water index (mNDWI) and a maximum between-cluster variance (OTSU) image segmentation algorithm to extract the subsided wetlands in mining areas with high ground-water levels of eastern China from 1988 to 2018 based on Google Earth Engine. The results show that the overall accuracy of the extraction of subsided wetlands is 98%; the Kappa coefficient reached 0.81. The total area of subsided wetland in 2018 was 26,034.88 ha, of which 14,290.97 ha was in Anhui Province, accounting for 54.89% of all such wetlands. The spatial extent of subsided wetlands has grown rapidly in the past three decades with the area of subsided wetlands expanding by 11.86 times from 1988 to 2018. The total area of subsided wetlands in the winter of 2018 was 25,296.25 ha, which was smaller than in summer. This indicates that seasonal precipitation affects the spatial extent of subsided wetlands. Although some restoration activities have been successful, most of the subsided wetlands still need active development and management. In conclusion, mNDWI and OTSU image segmentation algorithms could quickly and accurately allow the extraction of the spatial extent of subsided wetlands. Subsided wetlands have strong potential for development in future ecological restoration. The ecosystem services of wetlands and availability of dynamic monitoring technology should be considered important in the future.",no,0.9,wetland mapping
134,Astudillo,Human Health and Ecosystem Impacts of Deep Decarbonization of the Energy System et al.,,2019,"Global warming mitigation strategies are likely to affect human health and biodiversity through diverse cause-effect mechanisms. To analyze these effects, we implement a methodology to link TIMES energy models with life cycle assessment using open-source software. The proposed method uses a cutoff to identify the most relevant processes. These processes have their efficiencies, fuel mixes, and emission factors updated to be consistent with the TIMES model. The use of a cutoff criterion reduces exponentially the number of connection points between models, facilitating the analysis of scenarios with a large number of technologies involved. The method is used to assess the potential effects of deploying low-carbon technologies to reduce combustion emissions in the province of Quebec (Canada). In the case of Quebec, the reduction of combustion emissions is largely achieved through electrification of energy services. Global warming mitigation efforts reduce the impact on human health and ecosystem quality, mainly because of lower global warming, water scarcity, and metal contamination impacts. The TIMES model alone underestimated the reduction of CO2eq by 21% with respect to a full account of emissions.",no,0.95,energy modeling
135,Tolunay,Willingness to Pay for Carbon Sequestration and Co-Benefits of Forests in Turkey et al.,,2015,"Scientists express concern about increasing levels of greenhouse gases mainly due to fossil fuel consumption and deforestation. In response to the latter, policy-makers have introduced a range of policy measures to conserve and enhance forest ecosystems for carbon sequestration. The costs for policy measures to maintain ecosystem services can be calculated easily, but especially non-market/non-use benefits of forests are not easy to estimate. Economics can help designing climate change policies by eliciting public preferences on different attributes of climate change and carbon sequestration. This study was prepared for the purpose of identifying per capita consumer/equivalent surplus or maximum willingness to pay and the total economic value in relation to forests to be established in Turkey to reduce air pollution around cities, to prevent the adverse effects of climate change and to sequester carbon. The data for the estimation of maximum willingness to pay, total economic value and co-benefits of forests were collected with a questionnaire form prepared according to the contingent valuation method. Analyses have been conducted by correlation analysis and regression analysis. According to the analyses, per capita consumer/equivalent surplus or maximum willingness to pay to establish a new forest was estimated at US$ 23.52 on average, while total economic value was estimated at US$ 270,443,962.68.",no,0.95,economic valuation of forests
136,van der Horst,The hedgification of maizescapes? Scalability and multifunctionality of Jatropha curcas hedges in a mixed farming landscape in Zambia et al.,,2014,"We argue that reading the local agricultural landscape is a prerequisite to understanding the plausible local impacts of external drivers for change, such as the introduction of new crops and technologies. Initially driven by a desire to understand the potential for small-scale farmers to produce jatropha biodiesel in a sustainable way, we started to examine how farmers related to trees in different parts of the agricultural landscape. This provided us with insights into small-scale processes of land enclosure and conversion, which indicate that agricultural intensification is taking place. We learned that although the landscape could in theory accommodate a lot of jatropha hedges around existing (maize dominated) arable land, farmers were only creating hedges around new fields, carved out in the grazing commons. Already well established within the settlement, jatropha can produce a range of different ecosystem services. However, our case study suggests that scalability is problematic: cultural ecosystem services can be provided at very limited levels of production; supporting ecosystem services require a certain scaling up of production; and provisioning ecosystem services, like biofuels, would require production to be increased well beyond any synergies with ongoing tree plantings or land conversion processes.",no,0.95,jatropha biodiesel production
137,Zaimes,Assessing the critical role of ecological goods and services in microalgal biofuel life cycles et al.,,2014,"Microalgal bioenergy systems are gaining attention as a commercial biotechnical platform for producing renewable transportation fuels. In recent years, process-based life cycle assessment (LCA) has been extensively applied to understand the life cycle environmental impacts of emerging microalgal biofuel systems. However, conventional process-based LCA fails to account for the role of ecological goods and services within fuel and product life cycles. Additionally, traditional life cycle energy analysis suffers from several limitations such as ignoring the difference in quality and substitutability of resources, and accounting for only the first law of thermodynamics. To address these shortcomings, a hybrid Ecologically based-LCA (EcoLCA) model is developed to quantify the contribution of ecological resources within the algae-to-fuel supply chain and to compare the resource intensity of producing microalgal derived renewable diesel (RD) to that of petroleum diesel (PD). Multiple thermodynamic return on investment (ROI) metrics and performance indicators are used to quantify the consumption of ecological goods and services, environmental impacts, and resource intensity of producing microalgal RD. Results indicate that the quality corrected thermodynamic return on investment and renewability index for microalgal RD ranges from 0.17 to 0.44 and 3.51% to 6.36% respectively, depending on the choice of coproduct options and processing technologies. This work reveals that algae-to-fuel systems are highly dependent on non-renewable ecological resources reflected in their low renewability index; have a low quality corrected thermodynamic ROI (< 1) and thus are not energetically viable; and are more ecologically resource intensive as compared to their petroleum equivalent-potentially negating their environmental benefits.",no,0.95,microalgal bioenergy
138,Ko,"Policy adoption of ecosystem services for a sustainable community: A case study of wetland assimilation using natural wetlands in Breaux Bridge, Louisiana et al.",,2012,"Academicians and government officials have advocated incorporating ecosystem services into environmental policy-making processes. The State of Louisiana has adopted policy guidelines for using natural wetlands to assimilate nutrients in secondarily treated municipal effluent, thus utilizing ecosystem services of natural wetlands. We describe a case study for the city of Breaux Bridge, Louisiana, to discuss policy guidelines and assess ecological and financial benefits of this approach. In addition to water quality improvement, wetland assimilation provides additional ecosystem services, including increased vegetative productivity, surface accretion, and carbon sequestration. Financially, using wetland assimilation at Breaux Bridge generated an economic savings of $1.8 million in capital costs and annual savings of $72,116 for operation and maintenance costs, resulting in nearly $3 million savings over the lifetime of the project, due to its low capital expenditures and high energy efficiency, compared with a sand filtration method. When considering rapidly depleting non-renewable resources (e.g., fossil fuels) and challenging financial situations of small communities across the nation, wetland assimilation can be an important factor in designing sustainable communities. (C) 2011 Elsevier B.V. All rights reserved.",no,0.8,wetland assimilation
139,Hou,International experience of carbon neutrality and prospects of key technologies: Lessons for China et al.,,2023,"Carbon neutrality (or climate neutrality) has been a global consensus, and international experience exchange is essential. Given the differences in the degree of social development, resource endowment and technological level, each country should build a carbon-neutral plan based on its national conditions. Compared with other major developed countries (e.g., Germany, the United States and Japan), China's carbon neutrality has much bigger challenges, including a heavy and time-pressured carbon reduction task and the current energy structure that is over-dependent on fossil fuels. Here we provide a comprehensive review of the status and prospects of the key technologies for low-carbon, near-zero carbon, and negative carbon emissions. Technological innovations associated with coal, oil-gas and hydrogen industries and their future potential in reducing carbon emissions are particularly explained and assessed. Based on integrated analysis of international experience from the world's major developed countries, in-depth knowledge of the current and future technologies, and China's energy and ecological resources potential, five lessons for the implementation of China's carbon neutrality are proposed: (1) transformation of energy production pattern from a coal-dominated pattern to a diversified renewable energy pattern; (2) renewable power-to-X and large-scale underground energy storage; (3) integration of green hydrogen production, storage, transport and utilization; (4) construction of clean energy sys-tems based on smart sector coupling (ENSYSCO); (5) improvement of ecosystem carbon sinks both in nationwide forest land and potential desert in Northwest China. This paper provides an international perspective for a better understanding of the challenges and opportunities of carbon neutrality in China, and can serve as a theoretical foundation for medium-long term carbon neutral policy formulation.(c) 2023 The Authors. Publishing services by Elsevier B.V. on behalf of KeAi Communications Co. Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/ 4.0/).",no,0.9,carbon neutrality
140,Rafique,"A REVIEW ON THE STATUS, ECOLOGICAL IMPORTANCE, VULNERABILITIES, AND CONSERVATION STRATEGIES FOR THE MANGROVE ECOSYSTEMS OF PAKISTAN et al.",,2018,"All over the world, mangroves are considered one of the highly vulnerable forest ecosystems. These are mainly found along the coastlines of tropical and subtropical regions where rivers bring freshwater and silt from the mainland to sea. They provide livelihood and numerous ecosystem services to millions of people living in the deltaic and coastal areas. These forests safeguard the properties, lands and lives of the people from storms, hurricanes and cyclones. They provide important habitats for plants and animal biodiversity. Hundreds of species of mammals, birds, reptiles, fishes, crabs, shrimps, mollusks, barnacles, jellyfishes and other invertebrates depend on mangroves for feeding, breeding, development and shelter. In Pakistan, mangrove forests are dominantly restricted to the Indus Delta which represents 97% of these forests whereas the Balochistan coast only harbors rest of the 3%. Despite their vital importance, the area under mangrove forests is continuously decreasing for the last 50 years, both in the world as well as in Pakistan. The rate of decrease is the highest in Asia and also in Pakistan. Main causes of the decline of the mangrove forests in Pakistan are the reduced freshwater and silt flow into the sea, pollution, fast pace of urbanization and development, global warming, climate change, complex tenure system, and overgrazing and extraction of timber and fuel wood. Time to time, various policies and plans have been initiated by the concerned forest departments, federal agencies, NGOs, and funding organizations leading to protection, management and enhancement of mangrove forests. Local communities have also been involved in almost every programme for implementation and achieving the targets and objectives of various projects. The actual main cause of issue is, however, never been addressed which is the release of environmental flows downstream of dams and barrages constructed on the river Indus and its tributaries. Many new approaches involving widely tested international lines of action, sound research and data collection and data analysis techniques, and use of modem technologies and gadgets like remote sensing and GIS, need to be applied for restoration and regular estimation and monitoring of the mangrove forests.",no,0.95,mangrove conservation
