Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
75,Englund,Multifunctional perennial production systems for bioenergy: performance and progress,,2020,"As the global population increases and becomes more affluent, biomass demands for food and biomaterials will increase. Demand growth is further accelerated by the implementation of climate policies and strategies to replace fossil resources with biomass. There are, however, concerns about the size of the prospective biomass demand and the environmental and social consequences of the corresponding resource mobilization, especially concerning impacts from the associated land-use change. Strategically integrating perennials into landscapes dominated by intensive agriculture can, for example, improve biodiversity, reduce soil erosion and nutrient emissions to water, increase soil carbon, enhance pollination, and avoid or mitigate flooding events. Such multifunctional perennial production systems can thus contribute to improving overall land-use sustainability, while maintaining or increasing overall biomass productivity in the landscape. Seven different cases in different world regions are here reviewed to exemplify and evaluate (a) multifunctional production systems that have been established to meet emerging bioenergy demands, and (b) efforts to identify locations where the establishment of perennial crops will be particularly beneficial. An important barrier towards wider implementation of multifunctional systems is the lack of markets, or policies, compensating producers for enhanced ecosystem services and other environmental benefits. This deficiency is particularly important since prices for fossil-based fuels are low relative to bioenergy production costs. Without such compensation, multifunctional perennial production systems will be unlikely to contribute to the development of a sustainable bioeconomy.This article is categorized under:Bioenergy > Systems and InfrastructureBioenergy > Climate and EnvironmentEnergy Policy and Planning > Climate and Environment",no,0.7,multifunctional perennial systems
76,Clairmont,Site-specific differences in microbial community structure and function within the rhizosphere and rhizoplane of wetland plants is plant species dependent,,2019,"Two types of organisms that are vital to the ecosystem services provided by wetlands are plants and soil microorganisms, more specifically, the bacteria associated with the roots of wetland plants. In order to better understand the relationships between wetland plants and their associated microorganisms, we tested the hypothesis that the microbial rhizosphere and rhizoplane communities in wetland systems highly impacted by anthropogenic activities subjected to poor water quality inputs would differ from those communities in areas less impacted by anthropogenic activity receiving higher water quality inputs. To test this hypothesis we compared structural and functional characteristics of microbial communities from water, rhizosphere and rhizoplane microbial communities associated with three wetland plant species (Iris versicolor, Potamogeton natans and Veronica spicata) at two sites along the Grand River (Ontario Canada) experiencing different levels of anthropogenic impact. West Montrose (WM) is a northern site which has historically been classified as having good water quality, while Rare (RA) is a site located in a highly urbanized area receiving effluent from a municipal waste water treatment plant (WWTP). Microbial community composition, assessed using PCR-DGGE, differed between sites, community types and plant species, however, the magnitude of variance between sites was dependent on the associated plant species and the community type. Rhizoplane microbial communities associated with I. versicolor, P. natans, and V. spicata shared 8.1%, 19.9% and 23.9% structural similarity between sites. Rhizosphere microbial communities associated with I. versicolor, P. natans, and V. spicata exhibited 33%, 11.2% and 15.6% structural similarity between sampling locations. Functional community characteristics, determined by Biolog (TM) Ecoplate carbon source utilization profiles exhibited by microbial communities from the rhizoplane and rhizosphere, were unique to each site for I. versicolor and P. natans (rhizoplane community only), but not for V. spicata. Assessment of fecal coliforms and fecal indicator microorganisms (Salmonella, Enterococcus and Escherichia coll.) also revealed site-specific differences as well as differences among plant species, most notably the absence of Enterococcus spp. from the rhizosphere of P. natans at both sampling sites. These findings suggest that plant species differ in their ability to recruit root-associated microorganisms, and may be affected differently by variability in environmental conditions, such as site-specific differences in water quality or water chemistry.",no,0.9,wetland microbial communities
77,Bali,Removal of heavy metals from wastewater using infiltration-percolation process and adsorption on activated carbon,,2019,"Heavy metal pollution has become one of the most serious environmental problems nowadays. The removal of heavy metals from wastewaters has attracted a considerable attention because of their adverse effects on public health and ecosystems. The main objective of this work was to investigate the efficiency of the coupling of infiltration-percolation process with adsorption on activated carbon in the removal of heavy metals contained in urban wastewater effluents. The adsorption of heavy metals on a commercial sample of activated carbon was studied in a static mode. Several laboratory experiments made it possible to distinguish the optimum quantity of powdered activated carbon necessary to remove a large range of heavy metals. Results showed that the equilibrium of the adsorption was reached very quickly for cadmium (Cd2+), i.e., after 15min of contact with the activated carbon. On the other hand, the equilibrium of zinc (Zn2+), lead (Pb2+) and copper (Cu2+) was achieved after 45min. The withdrawal rates were 70.77% for Zn2+, 64.75% for Pb2+, 67.07% for Cu2+ and 78.42% for Cd2+. The adsorption isotherms determined for Zn2+, Pb2+, Cu2+ were of type I, while the shape of the Cd2+ curve showed a type II isotherm. These isotherms confirm the capacity of the powdered activated carbon to adsorb cadmium better than the other studied heavy metals.",no,0.9,heavy metal removal
78,Cui,Long-term fertilization management affects the C utilization from crop residues by the soil micro-food web,,2018,"Background and aims Crop residue decomposition is a major component of carbon (C) cycling and provides energy and nutrients to the soil micro-food web. An in-situ field experiment was conducted to examine how exogenous organic C is incorporated into the soil micro-food web and how this is influenced by four different fertilization treatments: organic manure (M), urea fertilizer (U), the combined application of organic and urea fertilizer (MU) and unfertilized control.Methods The amount of C-13-enriched maize remained was traced in microbial phospholipid fatty acids (PLFAs) and in different trophic groups of the soil nematode community after a 183-day decomposition period.Results The fertilization type influenced the incorporation of residue into the microbial community. Soil bacterial and fungal PLFAs utilized the least C-13-labeled crop residues in the U treatment. Both the nematode bacterial and the fungal pathways utilized more crop residues in the M treatment than in other treatments.Conclusions Given the ecological services provided by the soil organisms, our results suggest that long-term manure application increases the soil C pool directly. This also leads to more C from crop residues utilized by the soil food web, which in turn, can benefit crop growth or C accumulation in agroecosystems.",no,0.9,crop residue decomposition
79,Wiener,The assessment of water use and reuse through reported data: A US case study,,2016,"Increasing demands for freshwater make it necessary to find innovative ways to extend the life of our water resources, and to manage them in a sustainable way. Indirect water reuse plays a role in meeting freshwater demands but there is limited documentation of it. There is a need to analyze its current status for water resources planning and conservation, and for understanding how it potentially impacts human health. However, the fact that data are archived in discrete uncoordinated databases by different state and federal entities, limits the capacity to complete holistic analysis of critical resources at large watershed scales. Humans alter the water cycle for food production, manufacturing, energy production, provision of potable water and recreation. Ecosystems services are affected at watershed scales but there are also global scale impacts from greenhouse gas emissions enabled by access to cooling, processing and irrigation water. To better document these issues and to demonstrate the utility of such an analysis, we studied the Wabash River Watershed located in the U.S. Midwest. Data for water extraction, use, discharge, and river flow were collected, curated and reorganized in order to characterize the water use and reuse within the basin. Indirect water reuse was estimated by comparing treated wastewater discharges with stream flows at selected points within the watershed. Results show that during the low flow months of July October, wastewater discharges into the Wabash River basin contributed 82 to 121% of the stream flow, demonstrating that the level of water use and unplanned reuse is significant. These results suggest that intentional water reuse for consumptive purposes such as landscape or agricultural irrigation could have substantial ecological impacts by diminishing stream flow during vulnerable low flow periods. (C) 2015 The Authors. Published by Elsevier B.V.",no,0.95,water reuse
80,Sizmur,Milled cereal straw accelerates earthworm (Lumbricus terrestris) growth more than selected organic amendments,,2017,"Earthworms benefit agriculture by providing several ecosystem services. Therefore, strategies to increase earthworm abundance and activity in agricultural soils should be identified, and encouraged. Lumbricus terrestris earthworms primarily feed on organic inputs to soils but it is not known which organic amendments are the most effective for increasing earthworm populations. We conducted earthworm surveys in the field and carried out experiments in single-earthworm microcosms to determine the optimum food source for increasing earthworm biomass using a selection of crop residues and organic wastes available to agriculture. We found that although farmyard manure increased earthworm populations more than cereal straw in the field, straw increased earthworm biomass more than manures when milled and applied to microcosms. Earthworm growth rates were positively correlated with the calorific value of the amendment and straw had a much higher calorific value than farmyard manure, greenwaste compost, or anaerobic digestate. Reducing the particle size of straw by milling to <3 mm made the energy in the straw more accessible to earthworms. The benefits and barriers to applying milled straw to arable soils in the field are discussed. (C) 2017 The Authors. Published by Elsevier B.V.",no,0.9,earthworm nutrition
81,Urbaniec,"SDEWES-2014 Sustainable Development of Energy, Water and Environment Systems",,2016,"One of the main issues of the coming decades is to improve resource efficiencies by integrating various life supporting systems, using waste from one, as resource in other, and in exact moment when it is beneficial to all. The challenge is on the electricity, heating, cooling, transport, water, buildings, industry, forestry and agriculture systems to integrate and become more sustainable. Since the sustainable development depends more and more on the holistic approach on the integration of energy, water and environment systems, from the beginning of the 21st century, a series of Sustainable Development of Energy, Water and Environment Systems (SDEWES) Conferences has been founded to cover these issues. The background of this Special Section of the Journal of Cleaner Production is therefore the Sustainable Development of Energy, Water and Environment Systems dedicated to both SDEWES 2014 Conferences 1st South East European SDEWES Conference and 9th SDEWES Conference. The Special Section focuses on scientists, researchers, policy makers, educators, general public and practitioners in various branches of industry including the energy and water & wastewater sectors and environmental services. The purpose of this Special Section is to increase public awareness of key issues of sustainable development and to stimulate exchange of research results, practical experience and novel ideas among actors involved in investigating, planning and implementing sustainable development. The Special Section is focused upon four main fields that are of strategic importance to the sustainable development: Energy issues; Water issues; Environmental engineering and management; Sustainability approaches and promotion of sustainability concepts. The division of selected papers according to the named research fields has been established by the previous Journal of Cleaner Production Special Sections and Volumes dedicated to the SDEWES 2013 Conference. Hence, this Special Section is an extension of the previously generated SDEWES knowledge base in these four main research areas. As sustainable development is improving piecewise, so although it is necessary to see the big picture, actual technological improvement is one aspect of the technology systems. It has been shown that the sustainability can be improved by improving certain systems taking care of holistic sustainability criteria or integrating various systems in a way to improve the efficiency or resource efficiency of the combined system. (C) 2016 Elsevier Ltd. All rights reserved.",no,0.9,sustainable development integration
82,Corominas,Integration of freshwater environmental policies and wastewater treatment plant management,,2013,"In the last decade the political awareness of river water quality issues has grown substantially over the world and legislation is accordingly adapting. In the European Union (EU), two different directives regulate separately the characteristics of the discharged water and the chemical status of the receiving freshwater ecosystem. On the one hand, the characteristics of the urban effluents are regulated by the EU Directive 91/271/EEC, which defines limits on different elements set in the form of both static emission limits and minimum percentage load reductions. On the other hand, the characteristics of the receiving freshwater ecosystems are described in the EU Water Framework Directive (2000/60/EEC), which sets minimum 'good' chemical and ecological status in water bodies that should be achieved by 2015, and aims for an ecosystem-based management. With the support of an example, we show that there is a gap in these EU environmental policies leading to non-integrated management, which may result on adverse environmental and economical consequences. We believe that these policies should be updated and tuned to account for an integrated perspective, allowing a more efficient and sustainable management of wastewater treatment plants, maximizing the ecological, economical and social benefits of the system as a whole. (C) 2012 Elsevier B.V. All rights reserved.",no,0.9,water management policies
83,Zhang,Can graphene oxide improve the performance of biocatalytic membrane?,,2019,"The presence of micropollutants in water results in serious effects on public health and aquatic ecosystems. Biocatalytic membrane technology has shown great potential for micropollutant removal. However, the efficiency and stability still need to be further improved. In this work, we introduced graphene oxide (GO) and GO derivates into a biocatalytic membrane by reverse filtration and co-deposition methods respectively, in order to explore the role of GO in the biocatalytic membrane. The enrichment effect and catalytic functions of GO improved both the activity and stability of the laccase. Although the bisphenol A (BPA) removal efficiency was not promoted with such a GO-based biocatalytic membrane under flow-through mode, the incorporation of GO in the membrane increased the enzyme loading and its storage stability, which has great potential in BPA detection. Apart from offering a novel strategy to prepare GO-based biocatalytic membranes for micropollutant removal and detection, this work further clarifies the interaction mechanism between GO, laccase and micropollutants, especially in a polymeric membrane matrix.",no,0.9,biocatalytic membranes
84,Knapp,Biodiversity Impact of Green Roofs and Constructed Wetlands as Progressive Eco-Technologies in Urban Areas,,2019,"The total amount of sealed surfaces is increasing in many urban areas, which presents a challenge for sewerage systems and wastewater treatment plants when extreme rainfall events occur. One promising solution approach is the application of decentralized eco-technologies for water management such as green roofs and constructed wetlands, which also have the potential to improve urban biodiversity. We review the effects of these two eco-technologies on species richness, abundance and other facets of biodiversity (e.g., functional diversity). We find that while green roofs support fewer species than ground-level habitats and thus are not a substitute for the latter, the increase in green roof structural diversity supports species richness. Species abundance benefits from improved roof conditions (e.g., increased substrate depth). Few studies have investigated the functional diversity of green roofs so far, but the typical traits of green roof species have been identified. The biodiversity of animals in constructed wetlands can be improved by applying animal-aided design rather than by solely considering engineering requirements. For example, flat and barrier-free shore areas, diverse vegetation, and heterogeneous surroundings increase the attractiveness of constructed wetlands for a range of animals. We suggest that by combining and making increasing use of these two eco-technologies in urban areas, biodiversity will benefit.",no,0.9,urban eco-technologies
85,Chen,Adapting ecological risk valuation for natural resource damage assessment in water pollution,,2018,"Ecological risk assessment can address requirements of natural resource damage assessment by quantifying the magnitude of possible damages to the ecosystem. This paper investigates an approach to assess water damages from pollution incident on the basis of concentrations of contaminants. The baseline of water pollution is determined with not-to-exceed concentration of contaminants required by water quality standards. The values of damage cost to water quality are estimated through sewage treatment cost. To get a reliable estimate of treatment cost, DEA is employed to classify samples of sewage plants based on their efficiency of sewage treatment. And exponential fitting is adopted to determine the relation between treatment cost and the decrease of COCs. The range of damage costs is determined through the fitting curves respectively based on efficient and inefficient samples.",no,0.95,water pollution assessment
86,Freeman,New approaches to enhance pollutant removal in artificially aerated wastewater treatment systems,,2018,"Freshwater ecosystems sustain human society through the provision of a range of services. However, the status of these ecosystems is threatened by a multitude of pressures, including point sources of wastewater. Future treatment of wastewater will increasingly require new forms of decentralised infrastructure. The research reported here sought to enhance pollutant removal within a novel wastewater treatment technology, based on unplanted, artificially aerated, horizontal subsurface flow constructed wetlands. The potential for these systems to treat de-icer contaminated runoff from airports, a source of wastewater that is likely to grow in importance alongside the expansion of air travel and under future climate scenarios, was evaluated. A new configuration for the delivery of air to aerated treatment systems was developed and tested, based on a phased-aeration approach. This new aeration approach significantly improved pollutant removal efficiency compared to alternative aeration configurations, achieving <90% removal of influent load for COD, BOD5 and TOC. Optimised operating conditions under phased aeration were also determined. Based on a hydraulic retention time of 1.5 d and a pollutant mass loading rate of 0.10 kg d(-1) m(-2) BOD5, <95% BOD5 removal, alongside final effluent BOD5 concentrations <21 mg L-1, could be achieved from an influent characterised by a BOD5 concentration <800 mg L-1. Key controls on oxygen transfer efficiency within the aerated treatment system were also determined, revealing that standard oxygen transfer efficiency was inversely related to aeration rate between 1 L and 3 L min(-1) and positively related to bed media depth between 1500 mm and 3000 mm. The research reported here highlights the potential for optimisation and subsequent widespread application of the aerated wetland technology, in order to protect and restore freshwater ecosystems and the services that they provide to human society. (c) 2018 Elsevier B.V. All rights reserved.",no,0.9,wastewater treatment
87,Schwaickhardt,"Combined use of VUV and UVC photoreactors for the treatment of hospital laundry wastewaters: Reduction of load parameters, detoxification and life cycle assessment of different configurations",,2017,"The present research investigated the treatment of hospital laundry wastewaters by the combined use of photochemical VUV and UVC reactors. Seven different configurations were tested and the performances of each of them were evaluated based on the removal of the load parameters, detoxification and life cycle assessment (LCA). The characterization of studied wastewaters included analysis of the following parameters: COD, BOD5, TKN, total P, pH, turbidity and conductivity. Acute ecotoxicity was evaluated using Daphnia magna. Ultraviolet-Visible (UV-Vis) spectroscopy was performed to determine the organic fraction and chromatography coupled to the mass spectrometer (GC-MS) was used for the qualitative characterization of priority pollutants. Characterization parameters showed the presence of drugs like lidocaine and dipyrone and a high organic load with a poor biodegradability. Wastewaters presented an extreme acute toxicity against D. magna (EC50, 6.7%). The ozonation process (mainly generated by the VUV reactor) obtained the best results concerning the ratio between the consumed energy and the removed COD and the UVC process presented the lowest environmental impacts for the characterization and normalization parameters of the LCA. Normalization revealed that the highest environmental burdens were associated with human toxicity, ecotoxicity and eutrophication of surface waters as well as to the use of non-renewable resources. VUV/UVC/O-3 process presented the best results considering detoxification (EC50 100%). (C) 2017 Elsevier B.V. All rights reserved.",no,0.95,wastewater treatment
89,Oral,Management of Urban Waters with Nature-Based Solutions in Circular Cities-Exemplified through Seven Urban Circularity Challenges,,2021,"Nature-Based Solutions (NBS) have been proven to effectively mitigate and solve resource depletion and climate-related challenges in urban areas. The COST (Cooperation in Science and Technology) Action CA17133 entitled Implementing nature-based solutions (NBS) for building a resourceful circular city has established seven urban circularity challenges (UCC) that can be addressed effectively with NBS. This paper presents the outcomes of five elucidation workshops with more than 20 European experts from different backgrounds. These international workshops were used to examine the effectiveness of NBS to address UCC and foster NBS implementation towards circular urban water management. A major outcome was the identification of the two most relevant challenges for water resources in urban areas: 'Restoring and maintaining the water cycle' (UCC1) and 'Water and waste treatment, recovery, and reuse' (UCC2). s Moreover, significant synergies with 'Nutrient recovery and reuse', 'Material recovery and reuse', 'Food and biomass production', 'Energy efficiency and recovery', and 'Building system recovery' were identified. Additionally, the paper presents real-life case studies to demonstrate how different NBS and supporting units can contribute to the UCC. Finally, a case-based semi-quantitative assessment of the presented NBS was performed. Most notably, this paper identifies the most typically employed NBS that enable processes for UCC1 and UCC2. While current consensus is well established by experts in individual NBS, we presently highlight the potential to address UCC by combining different NBS and synergize enabling processes. This study presents a new paradigm and aims to enhance awareness on the ability of NBS to solve multiple urban circularity issues.",no,0.95,nature-based solutions
90,Zhao,The UV/H2O2 process based on H2O2 in-situ generation for water disinfection,,2021,"Till now, the unprecedented global spread of novel coronavirus disease (nCOVID-19) threatened human health, economy as well as ecosystem services gravely. An efficient disinfection technology is highly demanded. Ultraviolet (UV)/H2O2 process seems like a potential candidate, in which H2O2 is an indispensable oxidant for HO ⠁ species production. In this work, UV/H2O2, which coupled with in-situ generated H2O2, was demonstrated as an effective process for disinfection than UV, which would play a significant role in sterilization and disinfection for water treatment. In addition, we investigated the effects of catalyst layer (CL) calcination on the performance of twoelectron oxygen reduction reaction (ORR) for H2O2 generation. It is found that the two-electron ORR activity can be intensified by avoiding calcination of CL, which can be mainly due to much oxygen functional groups (C ⠃O and CO) as well as higher conductivity and reaction kinetics.",no,0.95,disinfection technology
91,Cousins,"Remaking stormwater as a resource: Technology, law, and citizenship",,2018,"This review examines how stormwater is being rethought of as a resource in urban planning and governance. No longer administered simply as a conveyance problem, a range of actors are progressively repurposing stormwater as an underutilized resource that can resolve water quality and quantity challenges. I suggest this transition emerged out of the need to address a host of problems rooted in the institutional and infrastructural legacy of treating stormwater as a waste and flood control problem, as well as a new set of concerns associated with climate change, continued urbanization, and fiscal and administrative cuts. As a response, a number of technical and political mechanisms are looking to remake stormwater as a resource. In particular, the review focuses on the role of green infrastructure and technological change, legal structures, and incentives to enroll citizens into the governance process. These practices assemble stormwater as a resource by configuring diverse forms of knowledge, technology, and relations that meet political goals to build smart, resilient, and sustainable cities. This article is categorized under: Engineering Water > Sustainable Engineering of Water Human Water > Water Governance Science of Water > Water Quality",no,0.95,stormwater management
92,Li,"Shifting to healthier cities with improved urban ecological infrastructure: From the perspectives of planning, implementation, governance and engineering",,2017,"Ecosystem services losses have worsened already serious urban problems such as heat island effects, urban flooding, and biodiversity losses. Urban ecological infrastructure (UEI) is the main carrier of ecosystem services in urban areas and provides a promising approach to combat such urban challenges and at the same time increases urban sustainability and resilience. The objectives of this special volume (SV) were to provide systematic reviews and discussions of the new governance, engineering and technologies available for improving UEI, which can be used to promote the development application of improved urban ecological engineering theories, methods and tools. Seven themes are included in this SV: (1) From civil infrastructure to ecological infrastructure: diagnoses and remedies of urban illnesses; (2) International experiences and lessons in urban green-blue ecological engineering to develop and to enforce standards for restoration of natural and social ecosystem services; (3) Implementation of integrated urban waste management, recycling and treatment policies and facilities; (4) Design and modify urban impervious surfaces through ecological engineering; (5) Urban aorta ecology, ecological mobility and livable corridors; (6) Integrative design criteria and cases of urban ecological infrastructure management; (7) The roles of urban ecological infrastructure in industrial parks and industrial clusters. This SV included forty-one, high-quality papers on theories and practices in UEI and in urban sustainability. Concepts, principles, theories, innovative assessment models, successful experiences, barriers to and enablers of UEI implementation were discussed. The authors provide a solid foundation and foster new inspiration to catalyze more ecologically sound and sustainable urbanization. (C) 2016 Elsevier Ltd. All rights reserved.",no,0.75,urban ecological infrastructure
94,Piepenschneider,Energy recovery from grass of urban roadside verges by anaerobic digestion and combustion after pre-processing,,2016,"Grass from urban roadside verges is a potential, though widely unused, resource for bioenergy recovery. Two possible bioenergy recovery techniques were tested, i.e. i) direct anaerobic digestion of the whole parent material and ii) the integrated generation of solid fuel and biogas from biomass (IFBB) procedure, which divides biomass into a press fluid and a press cake by mashing and mechanical dewatering. Biomass yield, chemical composition and canopy height of biomass, contribution of functional groups, fermentation characteristics of silage and press fluids, as well as characteristics of the produced solid fuel was investigated, applying a 4-cut management for anaerobic digestion, a 2-cut management for IFBB and an 8 times mulching as a reference. Mean annual biomass yield (2013 and 2014) was 3.24, 3.33 and 5.68 t dry matter ha(-1) for the mulching, 4-cut management and 2-cut management, respectively. Yields were higher in 2014 due to more favourable weather conditions. Fibre concentration was higher in material of the 2-cut management than in the 4-cut management, however, methane yield of the corresponding silages was the same. Highest methane yield was gained from press fluids with 292 lN kg(-1) volatile solids. The press cake had a lower heating value of 16 MJ kg(-1) dry matter and a K2O/CaO index of 0.51-0.88. Gross energy output was 26.4 GJ ha(-1) for anaerobic digestion and 84.4 GJ ha(-1) for IFBB. Thus, an altered roadside verge management with reduced cutting frequency might allow a significant energy recovery and improved ecosystem services, i.e. increased biodiversity. (C) 2015 Elsevier Ltd. All rights reserved.",no,0.95,bioenergy recovery
95,Karthe,"Science-Based IWRM Implementation in a Data-Scarce Central Asian Region: Experiences from a Research and Development Project in the Kharaa River Basin, Mongolia",,2015,"Mongolia is not only a water-scarce but also a data-scarce country with regard to environmental information. At the same time, regional effects of global climate change, major land use changes, a booming mining sector, and growing cities with insufficient and decaying water and wastewater infrastructures result in an increasingly unsustainable exploitation and contamination of ground and surface water resources putting at risk both aquatic ecosystems and human health. For the mesoscale (approximate to 15,000 km(2)) model region of the Kharaa River Basin (KRB), we investigated (1) the current state of aquatic ecosystems, water availability and quality; (2) past and expected future trends in these fields and their drivers; (3) water governance structures and their recent reforms; and (4) technical and non-technical interventions as potential components of an integrated water resources management (IWRM). By now, the KRB is recognized as one of the most intensively studied river basins of the country, and considered a model region for science-based water resources management by the Mongolian government which recently adopted the IWRM concept in its National Water Program. Based on the scientific results and practical experiences from a six-year project in the KRB, the potentials and limitations of IWRM implementation under the conditions of data-scarcity are discussed.",no,0.95,water resources management
97,Khan,Field hospital wastewater treatment scenario,,2019,"In extreme situations with a large number of victims, field hospitals are deployed to provide patients with medical treatment. The large number of patients with different types of medications used generates the problem of hospital waste accumulation, including hospital wastewater (HWW). Wastewater is water having compromised characteristics that adversely affect the environment. Many countries do not have strict regulations regarding the disposal of hospital effluent, which contains pathogens, toxic chemicals and radioisotopes. The disposal of such substances poses a serious threat to public health and the environment. This paper discusses the possibilities of field hospital wastewater management development. Micropollutants, including pharmaceuticals, are found in different ecosystem elements, like soil, surface and ground water, drinking water as well as treated effluent from conventional wastewater treatment plants. Wastewater discharged from different health facilities, with varying concentrations of pharmaceuticals, is often mixed with municipal sewage, thus remains untreated even after passing through conventional treatment plants. Extensive experience in the application of different types of HWW treatment methods allows the development of an optimal treatment scenario for field hospital wastewater problem resolution, including the combination of Microbiological Reactor and Fenton Process technologies. They are applicable in the case of low wastewater flow rate values, specific for field hospital conditions.",no,0.95,wastewater management
98,van Wezel,Mitigation options for chemicals of emerging concern in surface waters; operationalising solutions-focused risk assessment,,2017,"The water system provides many services to society; industries, municipalities and agriculture all withdraw, use and return water and demand a water quality fit for the intended purposes. Both global production of chemicals and global water withdrawal grow faster than human population. This implies increased chemical threats to water, and creates a strong driver for mitigation to protect human health, ecosystem integrity and ecosystem services. Here we connect the perspectives of the water cycle and the chemical life cycle and review possible mitigation options. We categorize mitigation options in various stages of the chemicals' life cycle, taking various sectors and environmental pathways into account. More technologically oriented versus other types of mitigation options are discerned, and their relevance on spatial and temporal scale is discussed. We review various water treatment techniques in relation to physical-chemical properties of chemicals. Finally we discuss how a mitigation database can be used to assess the effectiveness of interventions, by coupling them to regional or global hydrological models. A solution-focused and systems-oriented perspective combined with a mitigation database offers a common perspective amongst actors on the effects for water quality of possible mitigation options throughout the chemical's life cycle, in various sectors and at various places in the water system. This can stimulate coherent implementation of effective mitigation options, cross-sectoral learning and further innovations to improve water quality.",no,0.95,water treatment and chemical mitigation
99,Zaibel,Impact of treated wastewater reuse and floods on water quality and fish health within a water reservoir in an arid climate,,2016,"Treated wastewater (TWW) reuse for agricultural irrigation is a well-established approach to coping with water shortages in semi-arid and arid environments. Recently, additional uses of TWW have emerged, including streamflow augmentation and aquatic ecosystem restoration. The purpose of the current study was to evaluate the water quality and fish health, in an artificial reservoir located in an arid climate (the Yeruham Reservoir, Israel), which regularly receives TWW and sporadic winter floods. The temporal distribution of water levels, nutrients and organic micropollutants (OMPs) were measured during the years 2013-2014. OMPs were also measured in sediment and fish tissues. Finally, the status of fish health was evaluated by histopathology. Water levels and quality were mainly influenced by seasonal processes such as floods and evaporation, and not by the discharge of TWW. Out of 16 tested OMPs, estrone, carbamazepine, diclofenac and bezafibrate were found in the reservoir water, but mostly at concentrations below the predicted no-effect concentration (PNEC) for fish. Concentrations of PCBs and dioxins in fish muscle and liver were much lower than the EU maximal permitted concentrations, and similar to concentrations that were found in food fish in Israel and Europe. In the histopathological analysis, there were no evident tissue abnormalities, and low to moderate infection levels of fish parasites were recorded. The results from the Yeruham Reservoir demonstrated a unique model for the mixture effect between TWW reuse and natural floods to support a unique stable and thriving ecosystem in a water reservoir located in an arid region. This type of reservoir can be widely used for recreation, education, and the social and economic development of a rural environment, such as has occurred in the Yeruham region. (C) 2016 Elsevier B.V. All rights reserved.",no,0.9,treated wastewater reuse
100,Tolonen,The relevance of ecological status to ecosystem functions and services in a large boreal lake,,2014,"Environmental conventions aim to protect ecosystem structures and functions to provide goods and services for mankind. The degree of aquatic ecosystem naturalness, or ecological status as it is defined in the Water Framework Directive (WFD) of the European Union, is notionally linked to supplies of ecosystem services. In practice, these links have rarely been documented or even investigated, and to justify conservation and management objectives based on the status indicators, it is essential to demonstrate their relationships to ecosystem functions and services. The WFD requires member states to classify their surface waters aiming to achieve good ecological status of water bodies. However, an implicit assumption of the WFD, that the ecosystem functions and services targeted to be protected and maintained are related to the measured status, remains uncertain. Using a time-series data set covering almost 50years, we examined the development of ecological status of eight sub-basins of a large boreal lake in response to improved wastewater management and decreasing pollution. We particularly evaluated whether the observed descriptors of biodiversity, ecosystem functions and services were associated with the judgements of ecological status, and hence whether the ecological status is a relevant proxy for ecosystem values to be protected. The ecological status of the polluted sub-basins responded consistently to the decreased nutrient and organic loading. Temporal trends in the biological quality elements and water quality were mostly parallel and showed good status roughly simultaneously. Combined ecological status also appeared to predict some features of taxon diversity (profundal macroinvertebrate and phytoplankton richness), ecosystem functions (primary and bacterial production) and ecosystem services (fish catch and reproductive potential of coregonids). Synthesis and applications. We observed that some ecosystem service supplies and taxon diversity increased with increasing ecological status of the lake. Therefore, our results suggest that ecological status estimates based on simple structural characters are relevant to the ultimate management goals of maintaining biodiversity, ecosystem functions and services and hence might suffice for extensive assessment and monitoring of lake ecosystems.",no,0.95,ecological status
101,Ahmad,Blockchain for Waste Management in Smart Cities: A Survey,,2021,"Smart cities have the potential to overcome environmental problems caused by improper waste disposal by improving human health, protecting the aquatic ecosystem, and reducing air pollution. However, today's systems, approaches, and technologies leveraged for waste management are manual and centralized. This fact makes them vulnerable to manipulation and the single point of failure problem. Also, a large portion of the existing waste management systems within smart cities fall short in providing operational transparency, traceability, audit, security, and trusted data provenance features. In this paper, we explore the key role of blockchain technology in managing waste within smart cities as it can offer traceability, immutability, transparency, and audit features in a decentralized, trusted, and secure manner. We discuss the opportunities brought about by blockchain technology in various waste management use cases and application scenarios, including real-time tracing and tracking of waste, reliable channelization and compliance with waste treatment laws, efficient waste resources management, protection of waste management documentation, and fleet management. We introduce a framework that leverages blockchain-based smart contracts to automate the key services in terms of waste management of smart cities. We compare the existing blockchain-based waste management solutions based on important parameters. Furthermore, we present insightful discussions on several ongoing blockchain-based research projects and case studies to highlight the practicability of blockchain in waste management. Finally, we present open challenges that act as future research directions.",no,0.95,blockchain waste management
