Index,Authors,Article Title,Publication Year,Abstract,Suitability,Confidence,Keyword
53,Comparing soil carbon estimates in glaciated soils at a farm scale using geospatial analysis of field and SSURGO data et al.,Mikhailova,2016,"Soil carbon is a key soil property related to ecosystem services and it is often used in soil carbon content estimates at various scales. Uncertainties in soil carbon estimates often arise from variability in field, laboratory, and/or geospatial data at a farm scale. The objectives of this study were to quantify and compare levels of soil organic carbon (SOC), soil inorganic carbon (SIC), and total soil carbon (TC) for a 147-hectare field site in upstate New York based on three alternative analysis procedures: a) using carbon concentrations reported by the Soil Survey Geographic (SSURGO) spatial databases for each soil map unit (SMU) present at the field site and applying that value across each SMU; b) averaging the carbon contents of soil cores collected within a specific SMU boundary and applying the averaged value across each SMU; and c) interpolating carbon contents across the field site based on the individual soil cores. Maps of SOC, SIC, and TC contents based on the interpolated core samples were different from maps created by applying averaged core results or SSURGO values across the SMUs. Differences in the magnitudes and spatial distributions of carbon can be attributed to several factors. For example, SSURGO soil carbon values are frequently measured for a selected pedon(s) from a type location and not from the actual study location. These type locations can be located far from study sites and even in different states. Also, SSURGO soil carbon values may overestimate the actual contents when compared to systematic field measurements because the SSURGO values at lower depths are often extrapolated from upper soil horizons. Such extrapolations affect inorganic carbon to a much greater extent than organic carbon, therefore better agreement is observed in the present study between SOC estimates from the SSURGO database and field measurements. Because regional and/or global carbon estimates are rarely made with detailed field data due to the high costs of field and laboratory measurements, additional field sampling is needed to constrain and improve these estimates and also to assess the potential variability present. (C) 2016 Elsevier B.V. All rights reserved.",maybe,0.65,soil carbon estimation
55,Divergent taxonomic and functional responses of microbial communities to field simulation of aeolian soil erosion and deposition et al.,Ma,2017,"Aeolian soil erosion and deposition have worldwide impacts on agriculture, air quality and public health. However, ecosystem responses to soil erosion and deposition remain largely unclear in regard to microorganisms, which are the crucial drivers of biogeochemical cycles. Using integrated metagenomics technologies, we analysed microbial communities subjected to simulated soil erosion and deposition in a semi-arid grassland of Inner Mongolia, China. As expected, soil total organic carbon and plant coverage were decreased by soil erosion, and soil dissolved organic carbon (DOC) was increased by soil deposition, demonstrating that field simulation was reliable. Soil microbial communities were altered (p < .039) by both soil erosion and deposition, with dramatic increase in Cyanobacteria related to increased stability in soil aggregates. amyA genes encoding alpha-amylases were specifically increased (p = .01) by soil deposition and positively correlated (p = .02) to DOC, which likely explained changes in DOC. Surprisingly, most of microbial functional genes associated with carbon, nitrogen, phosphorus and potassium cycling were decreased or unaltered by both erosion and deposition, probably arising from acceleration of organic matter mineralization. These divergent responses support the necessity to include microbial components in evaluating ecological consequences. Furthermore, Mantel tests showed strong, significant correlations between soil nutrients and functional structure but not taxonomic structure, demonstrating close relevance of microbial function traits to nutrient cycling.",maybe,0.65,microbial communities
56,Spatio-temporal remotely sensed data for analysis of the shrinkage and shifting in the Al Hawizeh wetland et al.,Ghobadi,2015,"Wetlands are regarded as one of the most important ecosystems on Earth due to various ecosystem services provided by them such as habitats for biodiversity, water purification, sequestration, and flood attenuation. The Al Hawizeh wetland in the Iran-Iraq border was selected as a study area to evaluate the changes. Maximum likelihood classification was used on the remote sensing data acquired during the period of 1985 to 2013. In this paper, five types of land use/land cover (LULC) were identified and mapped and accuracy assessment was performed. The overall accuracy and kappa coefficient for years 1985, 1998, 2002, and 2013 were 93 % and 0.9, 92 % and 0.89, 91 % and 0.9, and 92 % and 0.9, respectively. The classified images were examined with post-classification comparison (PCC) algorithm, and the LULC alterations were assessed. The results of the PCC analysis revealed that there is a drastic change in the area and size of the studied region during the period of investigation. The wetland lost similar to 73 % of its surface area from 1985 to 2002. Meanwhile, post-2002, the wetland underwent a restoration, as a result of which, the area increased slightly and experienced an similar to 29 % growth. Moreover, a large change was noticed at the same period in the wetland that altered similar to 62 % into bare soil in 2002. The areal coverage of wetland of 3386 km(2) in 1985 was reduced to 925 km(2) by 2002 and restored to 1906 km(2) by the year 2013. Human activities particularly engineering projects were identified as the main reason behind the wetland degradation and LULC alterations. And, lastly, in this study, some mitigation measures and recommendations regarding the reclamation of the wetland are discussed. Based on these mitigate measures, the discharge to the wetland must be kept according to the water requirement of the wetland. Moreover, some anthropogenic activities have to be stopped in and around the wetland to protect the ecology of the wetland.",maybe,0.65,wetland restoration
59,"Emerging contaminants in biosolids: Presence, fate and analytical techniques et al.",Kumar,2022,"Emerging contaminants (ECs) represent a small fraction of the large chemical pollution puzzle where a wide variety of potentially hazardous chemicals reach the environment, and new compounds are continuously synthesized and released in wastewater treatment plants and ultimately in effluent and biosolids. ECs have been classified into various categories; however, this article focuses on the fate of major categories, namely pharmaceutical and personal care products (PPCPs), per-and poly-fluoroalkyl substances (PFAS), flame retardants, surfactants, endocrine-disrupting chemicals (EDCs), and micro -plastics (MPs). These ECs when discharged to sewer and downstream wastewater treatment plants can undergo further transformations and either degrade, persist or convert into by-products which have the potential in some cases to be more hazardous. Because of potential dangerous impacts of the availability of these contaminants in the environment, information on the fate and behavior of these pollutants is highly important to develop new strategies, such as the regulation of chemicals imported into Australia and Australian consumer goods and environmental policies to mitigate them in a sustainable way. Moreover, advanced technologies are required for the detection and identification of novel contaminants emerging in the environment at ultra low levels. The application of chromatographic techniques coupled with mass spectroscopy has provided attractive breakthroughs to detect new emerging contaminants. However, it is crucially important to understand the sensitivity and robustness of these analytical techniques when dealing with complex matrices such as biosolids. In addition, most of the literature was focused on selected compounds or a family of compounds and the existing reviews have paid less attention to examine the formation of metabolites during the wastewater treatment process and their impacts on the ecosystem. This review presents an overview of the presence of different classes of ECs around the world, their quantification from different sources like wastewater (influents or effluents), sludge and biosolids. In addition, the transformation of ECs during the treatment process, the formation of intermediate products and their impacts on the environment are also critically discussed. Three major steps of ECs analysis include sample preparation, extraction and clean-up, and analysis; hence, different methods employed for extraction and clean-up, and analytical techniques for identification are thor-oughly discussed, their advantages and limitations are also highlighted. This comprehensive review article is believed to enhance the understanding of ECs in sewage sludge and would be useful to the readers of the relevant communities and various stakeholders to investigate potential technologies to maximize destruction of ECs. (c) 2022 The Authors. Publishing services by Elsevier B.V. on behalf of KeAi Communications Co. Ltd. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/ 4.0/).",maybe,0.65,emerging contaminants
63,Stabilization of Sand with Colloidal Nano-Silica Hydrosols et al.,Ghadr,2020,"Colloidal nano-silica (NS) hydrosols are electrochemically stabilized, polymerized amorphous silica in low viscosity solutions, and in the form of hydrated gels, silica globules or pellicles. Compared to applications in concrete technology, the use of silica-based binders for groundwork applications has received little attention. Silica-based hydrosols impose no known direct risks to humans and are generally courteous to the soil health and ecosystem service functions. Their localized impact on microorganisms however needs to be further investigated. To this end, NS hydrosols have a scope for use as an alternative low-viscose material in groundworks. The current understanding of interactions between NS hydrosols and soil (sand) is, however, confused by the limited availability of experimental evidence concerning undrained static flow and large strain behavior. The contributions, presented in this paper, advance the knowledge through experimental testing, molecular modelling, and micro-analytical measurements. Four grades of colloidal NS (1-15 wt.%) were synthesized for grouting medium-dense sub-angular fine siliceous sand specimens. Consolidated-undrained triaxial compression testing was performed on the base and treated sand for isotropic consolidation over the effective stress range 100-400 kPa. Overall, silica impregnation produced improvements in yield and residual undrained shear strengths, restricted unwelcomed impacts of excess pore water pressure, and led to the formation of generally more dilative, strain-hardening behavior. Steady states and static flow potential indices are also studied as functions of confinement level and viscosity of the NS grout.",maybe,0.65,nano-silica hydrosols
64,Investigation on Problems of Wastewater from Hydraulic Fracturing and Their Solutions et al.,Mao,2018,"The global energy landscape has significantly changed in the past several years because horizontal drilling and hydraulic fracturing enable unconventional oil and gas extraction from previously inaccessible shale formations. However, opportunities and challenges coexist. Large volumes of freshwater consumed and wastewater discharge increasingly affect the environment and ecosystem. Much freshwater is pumped into deep formations during hydraulic fracturing process, and flowback with high-salinity brines, producing large volumes of wastewater. Such wastewater contains not only many toxic chemicals and high levels of total dissolved solids, but also abundant stratigraphic minerals and radioactive substances, which may pose a serious risk to the surrounding environment and public health. One of the greatest challenges for current oil and gas extraction is handling those wastewaters in a reasonable and efficient way. This paper described the current methods for dealing with these challenges and put forward some suggestions and expectations for future management of water resources in hydraulic fracturing.",maybe,0.65,wastewater management
65,Environmental Controls on the Distribution of Tidal Wetland Soil Organic Carbon in the Continental United States et al.,Hinson,2019,"Tidal wetlands are among the most valuable ecosystems in the world in terms of ecosystem service value, and the strategic management of their carbon resources is an important part of climate change mitigation. Tidal wetland soils contain relatively high quantities of soil organic carbon (SOC); yet there is little information about whether this SOC can be predicted based on easily identifiable environmental factors. We investigated how tidal wetland SOC density was distributed across the continental United States among various coastal locations, estuarine typologies, vegetation types, water regimes, and management regimes and found that knowledge of a wetland's coastal affiliation provided the most differentiation (whether on the East Coast, West Coast, or Gulf Coast). We then sought to identify whether SOC density was correlated with 47 different environmental variables and found that knowledge based on latitude and precipitation explained similar to 46% of the variance in SOC density for wetlands on the West Coast and Gulf Coast, respectively. Several other geographic, oceanic, terrestrial, and atmospheric factors were cross-correlated along these axes, including oceanic salinity, temperature, and average catchment elevation. For the U.S. East Coast, SOC density was not simple to explain and was likely dependent on a wide range of interacting and complex factors. This synthetic work can provide a better understanding of how changing environmental and social conditions can lead to enhanced or degraded carbon sequestration rates in times of rapid global change.",maybe,0.65,carbon sequestration
66,Model-based evaluation of impact of soil redistribution on soil organic carbon stocks in a temperate hedgerow landscape et al.,Lacoste,2016,"Agroforestry systems are promoted for providing a number of ecosystem services and environmental benefits, including soil protection and carbon sequestration. This study proposes a modelling approach to quantify the impact of soil redistribution on soil organic carbon (SOC) storage in a temperate hedgerow landscape. Evolution of SOC stocks at the landscape scale was examined by simulating vertical and horizontal SOC transfers in the 0-105 cm soil layer due to soil redistribution by tillage and water processes. A spatially explicit SOC dynamics model (adapted from RothC-26.3) was used, coupled with a soil-redistribution model (LandSoil). SOC dynamics were simulated over 90 years in an agricultural hedgerow landscape dedicated to dairy farming, with a mix of cropping and grasslands. Climate and land use were simulated considering business-as-usual scenarios derived from existing information on the study area. A net decrease in SOC stocks was predicted at the end of the simulation period. Soil redistribution induced a net SOC loss equivalent to 2 kg C ha(-1) yr(-1) because of soil exportation out of the study site and an increase in SOC mineralization. Hedgerows and woods were the only land use in which soil redistribution induced net SOC storage. Soil tillage was the main process that induced soil redistribution within cultivated fields. Soil exportation out of the study area was due to erosion by water, but remained low because of the protective role of the hedgerow network. These soil transfers redistributed SOC stocks in the landscape, mostly within cultivated fields. Copyright (C) 2016 John Wiley & Sons, Ltd.",maybe,0.65,soil organic carbon dynamics
67,Conceptualisation of multiple impacts interacting in the marine environment using marine infrastructure as an example et al.,Komyakova,2022,"The human population is increasingly reliant on the marine environment for food, trade, tourism, transport, communication and other vital ecosystem services. These services require extensive marine infrastructure, all of which have direct or indirect ecological impacts on marine environments. The rise in global marine infrastructure has led to light, noise and chemical pollution, as well as facilitation of biological invasions. As a result, marine systems and associated species are under increased pressure from habitat loss and degradation, formation of ecological traps and increased mortality, all of which can lead to reduced resilience and consequently increased invasive species establishment. Whereas the cumulative bearings of collective human impacts on marine populations have previously been demonstrated, the multiple impacts associated with marine infrastructure have not been well explored. Here, building on ecological literature, we explore the impacts that are associated with marine infrastructure, conceptualising the notion of correlative, interactive and cumulative effects of anthropogenic activities on the marine environment. By reviewing the range of mitigation approaches that are currently available, we consider the role that eco-engineering, marine spatial planning and agent-based modelling plays in complementing the design and placement of marine structures to incorporate the existing connectivity pathways, ecological principles and complexity of the environment. Because the effect of human-induced, rapid environmental change is predicted to increase in response to the growth of the human population, this study demonstrates that the development and implementation of legislative framework, innovative technologies and nature-informed solutions are vital, preventative measures to mitigate the multiple impacts associated with marine infrastructure.",maybe,0.65,marine infrastructure impacts
68,"Spatio-Temporal Patterns of Carbon Storage Derived Using the InVEST Model in Heilongjiang Province, Northeast China et al.",Li,2022,"Carbon storage is an important component of ecosystem services. Under climate warming and human activities, land use/land cover (LULC) have been undergoing tremendous change, leading to spatio-temporal variations in carbon storage. Based on seven series of LULC data and combined with carbon module of Integrated Valuation of Ecosystem Services and Tradeoffs (InVEST) model, spatial-temporal changes in LULC types and carbon storage were analyzed and estimated for Heilongjiang Province, Northeast China. Results show varied carbon storage among different types of LULC. Forest and cropland are the dominant LULC types in Heilongjiang Province, Northeast China, accounting for 46-49% (20.90 x 10(4)-22.12 x 10(4) km(2)) and 30-37% (13.56 x 10(4)-16.70 x 10(4) km(2)) of the total area. Areal extents of forest, grassland, and unused land declined from 1980 to 2015, by 1.22, 0.84, and 1.11 x 10(4) km(2), respectively; while those of cropland and construction land expanded, by 3.14 and 0.08 x 10(4) km(2), respectively. From 1980 to 2015, carbon storage displayed consistent change trends with those of LULC types: carbon storage of forest, grassland, and unused land decreased by 236.22, 116.61 and 21.82 x 10(6) Mg C, respectively; and those of cropland and construction land increased by 414.65 and 0.99 x 10(6) Mg C, respectively. The total carbon storage in the study region was 6,863.06 x 10(6)-6,907.64 x 10(6) Mg C, for which the forest, cropland, and grassland were the major contributor (6,778.75 x 10(6)-6,840.57 x 10(6) Mg C). Due to the conversion of large extents of forest, grassland, and unused land to cropland, which facilitated the formation of carbon sinks and thus enlarged the carbon storage by 45.36 x 10(6) Mg C from 1980 to 2015. Frequent forest fires, urban expansion, farmland reclamation, and engineering construction were the important factors of changes in the LULC, accelerating permafrost degradation and leading to obvious changes in the total carbon storage in the Heilongjiang Province, Northeast China. Therefore, the estimation of carbon storage in different LULC types can provide important data support and have important implications for evaluation of ecosystem services and carbon cycle.",maybe,0.65,carbon storage
69,Progress in soil geography I: Reinvigoration et al.,Miller,2019,"The geography of soil is more important today than ever before. Models of environmental systems and myriad direct field applications depend on accurate information about soil properties and their spatial distribution. Many of these applications play a critical role in managing and preparing for issues of food security, water supply, and climate change. The capability to deliver soil maps with the accuracy and resolution needed by land use planning, precision agriculture, as well as hydrologic and meteorologic models is, fortunately, on the horizon due to advances in the geospatial revolution. Digital soil mapping, which utilizes spatial statistics and data provided by modern geospatial technologies, has now become an established area of study for soil scientists. Over 100 articles on digital soil mapping were published in 2018. The first and second generations of soil mapping thrived from collaborations between Earth scientists and geographers. As we enter the dawn of the third generation of soil maps, those collaborations remain essential. To that end, we review the historical connections between soil science and geography, examine the recent disconnect between those disciplines, and draw attention to opportunities for the reinvigoration of the long-standing field of soil geography. Finally, we emphasize the importance of this reinvigoration to geographers.",maybe,0.65,digital soil mapping
72,Spatio-temporal analysis of floating islands and their behavioral changes in Loktak Lake with respect to biodiversity using remote sensing and GIS techniques et al.,Das Kangabam,2018,"The presence of floating islands is a unique characteristic of Loktak Lake. Floating islands play a significant role in ecosystem services and ecological processes and functioning. Rapid urbanization, industrialization, and a demand for more resources have led to changes in the landscape patterns at Loktak Lake in past three decades, thereby degrading and threatening the fragile ecosystem. The aim of the present study is to assess the changes in land use practices of the Phumdis by analyzing data from the past 38 years with remote sensing techniques. Landsat images from 1977, 1988, 1999 and an Indian remote sensing image from 2015 were used to assess the land use/land cover changes. The methodology adopted is a supervised classification using the maximum likelihood technique in ERDAS software. Five land used classes were employed: open water bodies, agricultural areas, Phumdis with thick vegetation, and Phumdis with thin vegetation and settlements. The results indicate that the highest loss of land used class was in Phumdis with thin vegetation (49.38 km(2)) followed by Phumdis with thick vegetation (8.59 km(2)), while there was an overall increase in open water bodies (27.00 km(2)), agricultural areas (25.33 km(2)), and settlement (5.75 km(2)). Our study highlights the loss of floating islands from the Loktak as a major concern that will lead to the destruction of the only floating national park in the world. There is a high probability of extinction of the Sangai, an important keystone species found in the Indo-Burma biodiversity hotspot, if floating islands are not protected through sustainable development.",maybe,0.65,ecosystem degradation
74,IRAKA: The first Colombian soil information system with digital soil mapping products et al.,Araujo-Carrillo,2021,"Advances in science and technology combined with the need to handle and manage natural resources have resulted in a gradual increase in soil data availability. This has allowed characterizing, describing, or proposing projects to address issues such as soil degradation, agricultural productivity, threats, and ecosystem services. Despite the availability of soil data, users are increasingly looking for additional, timely, and reliable information in order to respond to current and future situations, such as food security and climate change. IRAKA is a soil information system for the Colombian Cundiboyacense high plateau and the first to provide additional information from available official sources. It has a modular design based on the organization of a soil database whose structure incorporated 299 profiles, 1432 samples, and 55 properties and the integration, harmonization, and standardization of 8 soil surveys conducted in the area. The structured information enabled modeling and validating physical and chemical properties through digital soil mapping and comparing different machine learning techniques, including random forest, ranger, support vector machine, and ensemble models of these techniques. The interpolations of 11 quantitative properties and 1 qualitative property resulted in acceptable coefficients of goodness of fit due to different factors: property variability, representativeness, distribution in the study area, and property description based on environmental covariates. All the information generated has been made available for widespread use across different geographic web services. Thus IRAKA contributes to the management of information and knowledge through techniques and tools that allow users to visualize new information, use the information, and draw attention to new studies and improve databases in which the confidence level is insufficient and does not allow decision making.",maybe,0.65,soil information system
75,Synergy and trade-off between carbon sequestration and soil water balance: impact of revegetation choices et al.,Liu,2019,"Revegetation is an effective measure for preventing land degradation and for mitigating climate change by reducing carbon dioxide in the atmosphere. However, vegetation cover is also generally considered to be a cause of a dried soil layer in drylands. The trade-off between soil water storage and soil carbon sequestration along a precipitation gradient in dryland ecosystems is well known, but the contributions of revegetation measures on the variations in the trade-off between carbon sequestration and soil water resource maintenance in soil profiles are often ignored. In this study, the trade-off and synergy between soil moisture content (SMC) maintenance and soil organic carbon (SOC) improvement in soil profiles on a semiarid hillslope are investigated in the context of revegetation choices. Three revegetation choices were selected for the comparative analysis: (a) afforestation using single tree species (Robinia pseudoacacia); (b) mixed tree species (R. pseudoacacia and Hippophae rhamnoides Linn); and (c) a mosaic of single tree bands (R. pseudoacacia, Armeniaca vulgaris, and H. rhamnoides Linn). Our results reveal a shift of synergy to trade-off at a depth of around 10-30 cm and a weakened trade-off between the middle (30-40 cm) and deep soil layers. For afforestation using a single tree species, there is a trade-off between SOC improvement and SMC promotion, as indicated by a negative correlation between the relative benefit of SOC and the relative benefit of SMC. For revegetation using mixed tree species and a mosaic of tree bands, positive correlations appeared. We draw two conclusions from these results: first, a shift in the trade-off and synergy between SMC maintenance and SOC improvement exists in soil profiles after revegetation on this semiarid hillslope; second, revegetation choices matter when reconciling the trade-off between SMC maintenance and SOC improvement. Revegetation with a single tree species (R. pseudoacacia) is not a good choice. When discussing the trade-off between carbon sequestration and soil water resource conservation in water-limited regions, more attention should be paid to site-level mechanisms and revegetation choices.",maybe,0.75,revegetation trade-offs
77,Stakeholder valuation of soil ecosystem services from New Zealand's planted forests et al.,Coker,2019,"The goal of this study was to determine if there were differences among stakeholders in the values they attribute to soil ecosystem services from plantation forests in New Zealand. Groups of forest-associated stakeholders were identified (e.g. land owners, forest owners, wood processors, and recreational forest users) and surveyed to assess their cultural background (indigenous New Zealand Maori or not) and then the relative importance they placed on 10 forest soil ecosystem services. Across all survey respondents, very high importance was placed on the ability of soils to sustain forest growth across multiple plantings/rotations (sustainable production). Interestingly, this was more highly valued than maximising short-term production. Maori placed greater importance on forest ecosystem resilience, provenance and kaitiakitanga (sensu stewardship of resources), water quality, and harvest of food and/or medicines from forests than non-Maori. These results demonstrate inherent cultural differences in valuing the range of forest ecosystem services that soils support. It is important that cultural views are understood and integrated into future soil health testing schemes to reflect the needs of all stakeholders. Ultimately, this work will help increase the sustainability of planted forest ecosystems in New Zealand, ensure the forestry sectors social licence to operate, and add value to forest products by demonstrating environmental and cultural stewardship of forest products.",maybe,0.65,cultural values
78,The contribution of Earth observation technologies to the reporting obligations of the Habitats Directive and Natura 2000 network in a protected wetland et al.,Regos,2018,"Background: Wetlands are highly productive systems that supply a host of ecosystem services and benefits. Nonetheless, wetlands have been drained and filled to provide sites for building houses and roads and for establishing farmland, with an estimated worldwide loss of 64-71% of wetland systems since 1900. In Europe, the Natura 2000 network is the cornerstone of current conservation strategies. Every six years, Member States must report on implementation of the European Habitats Directive. The present study aims to illustrate how Earth observation (EO) technologies can contribute to the reporting obligations of the Habitats Directive and Natura 2000 network in relation to wetland ecosystems.Methods: We analysed the habitat changes that occurred in a protected wetland (in NW Spain), 13 years after its designation as Natura 2000 site (i.e., between 2003 and 2016). For this purpose, we analysed optical multispectral bands and water-related and vegetation indices derived from data acquired by Landsat 7 TM, ETM+ and Landsat 8 OLI sensors. To quantify the uncertainty arising from the algorithm used in the classification procedure and its impact on the change analysis, we compared the habitat change estimates obtained using 10 different classification algorithms and two ensemble classification approaches (majority and weighted vote).Results: The habitat maps derived from the ensemble approaches showed an overall accuracy of 94% for the 2003 data (Kappa index of 0.93) and of 95% for the 2016 data (Kappa index of 0.94). The change analysis revealed important temporal dynamics between 2003 and 2016 for the habitat classes identified in the study area. However, these changes depended on the classification algorithm used. The habitat maps obtained from the two ensemble classification approaches showed a reduction in habitat classes dominated by salt marshes and meadows (24.6-26.5%), natural and semi-natural grasslands (25.9-26.5%) or sand dunes (20.7-20.9%) and an increase in forest (31-34%) and reed bed (60.7-67.2%) in the study area.Discussion: This study illustrates how EO-based approaches might be particularly useful to help (1) managers to reach decisions in relation to conservation, (2) Member States to comply with the requirements of the European Habitats Directive (92/43/EEC), and (3) the European Commission to monitor the conservation status of the natural habitat types of community interest listed in Annex I of the Directive. Nonetheless, the uncertainty arising from the large variety of classification methods used may prevent local managers from basing their decisions on EO data. Our results shed light on how different classification algorithms may provide very different quantitative estimates, especially for water-dependent habitats. Our findings confirm the need to account for this uncertainty by applying ensemble classification approaches, which improve the accuracy and stability of remote sensing image classification.",maybe,0.65,earth observation
79,The service values' structure and change of different ecosystems of the protected area for water supply of city-taking the Yunlong reservoir of Kunming city as an example et al.,Liu,2014,"It is very important to study the value change of ecosystem services of the protected area for water supply of cities to wholly know the law and status of ecosystem services and its value of the protected area for water supply, and to supply scientific basis and decision references for the sustainable use of water resources and the management of the protected area for water supply. The paper structured an assessment system consisted of five indexes (food production, gas adjusting, climate adjusting, hydrology adjusting, and waste treatment) on the basis of the classification of ecosystem and its services, used Gaodi Xie et al.'s method for valuing ecosystem service on the basis of experts' knowledge, and studied on the services' value change of different ecosystems of the Yunlong reservoir. The result showed that the three service values of gas adjustment, climate adjustment, and hydrological adjustment were formed into a core service value of the forest ecosystem of the protected area for water supply; under the premise of ensuring food production service value, waste disposal service value of farmland ecosystem occupied a main status; water area ecosystem focused on hydrological adjustment service and waste disposal service. The service value of food production was mainly contributed by the forest and farmland ecosystems; the other four adjustment service values were mainly contributed by forest ecosystem.",maybe,0.65,ecosystem services
80,Impact of Climate Change on Agroecosystems and Potential Adaptation Strategies et al.,Semeraro,2023,"Agriculture is currently one of the leading economic sectors most impacted by climate change. Due to its great field of application and its susceptibility to meteorological variability, the effects of climate change on agriculture have significant social and economic consequences for human well-being. Moreover, the increasing need for land spaces for population growth has produced strong competition between food and urbanization, leading to a loss of the agroecosystem that supports food security. This review aims to understand the main risks generated by climate change in agricultural production and the potential strategies that can be applied to increase agriculture's resilience. Agricultural risk can be linked to the decrease in the productivity of foods, weed overgrowth at the crops expense, increase in parasites, water availability, soil alteration, negative impact on production costs and consequent change in the adopted cultivars, reduction in the pollination process, intense fires, and alteration of product quality. Thus, climate change can impact the provisioning of ecosystem services, reducing food security in terms of quantity and quality for future generations. Finally, in this review, we report the main adaptation strategies to increase agroecosystem resilience in adverse environments generated by climate change. Mainly, we highlight new technologies, such as new breeding technologies and agrivoltaic and smart agricultural applications, which, combined with agroecosystems, can reduce the agricultural risks following climate change (for example, drought events and low availability of water). We suggest that the combination of natural capital and technologies can be defined as an innovation-based solution able to support and increase ecosystem service flow in agroecosystems.",maybe,0.75,climate resilience
81,Environmental and pedological factors influencing organic carbon storage in Italian forest soils et al.,Andreetta,2023,"As a large and persistent carbon sink, forest soils have an essential role in the carbon cycle, thus performing valuable services to society. This paper aims to investigate the role of several environmental factors in driving soil organic carbon (SOC) storage variability in forest soils. The Italian ICP-Forests (International Co-operative Programme on Assessment and Monitoring of Air Pollution Effects on Forests) dataset provides an excellent opportunity to analyse an extensive range of variables in a land spanning different ecological regions and cli-matic gradients, thus being a case of broad interest. We estimated SOC storage for mineral forest soils, consid-ering the topsoil (0-20 cm; SOCM02) and the whole soil profile (0-80 cm; SOCM08). Boosted regression trees (BRTs) were applied to explore the relative influence of environmental predictors and to model SOC storage responses. The reference soil groups (RSG-WRB) and the total subsoil phosphorus (P) content were the factors with the highest performance in explaining SOC storage for both models (SOCM02-SOCM08). Parameters related to vegetation, such as tree species, biodiversity and plant traits, clearly influenced topsoil SOC storage, while their impact was reduced with depth. Climate directly controls SOC storage, but indirect influences via plant or soil characteristics were also identified. Interactions between different environmental factors were discussed to elucidate and analyse SOC responses evidenced by the models. Our results highlighted how soil types (RSGs) can be an effective environmental factor in explaining SOC storage variability, which would likely improve SOC models on national and global scales. Interactions between different environmental factors were seen to be most important, pointing out the strong links between SOC storage and the general ecological context.",maybe,0.65,soil organic carbon
84,[Improvement and application on the estimation model of windbreak and sand fixation function based on remote sensing soil moisture factor]. et al.,Meng,2023,"Soil moisture factor is one of the important parameters in the study of wind and sand fixation functions of ecosystems. Traditional methods often use potential evaporation, rainfall, and irrigation observed by meteorological stations to estimate soil moisture, which has significant limitations in terms of spatial continuity and data availability. Based on the development of remote sensing technology in soil moisture detection, we selected four remote sen-sing indicators for soil moisture (MODIS evapotranspiration ratio method, SMAP soil moisture ratio method, visible shortwave infrared drought index method, and remote sensing humidity index method) to improve the estimation of soil moisture factor in the modified wind erosion equation model (RWEQ), and used the improved algorithm to analyze the spatiotemporal variations and driving factors of wind prevention and sand fixation services in the northwest region of Liaoning Province from 2001 to 2021. The results showed that the MODIS evapotranspiration ratio method had the highest correlation with traditional meteorological methods in calculating soil moisture. The formula obtained by fitting the two could be used to improve the calculation of soil moisture factor in the RWEQ model. From 2001 to 2021, the wind prevention and sand fixation capacity in the northwest region of Liaoning Province showed strong spatial distribution characteristics in the northern and eastern regions, while weak in the central and western regions. According to Mann-Kendall trend testing, 72.7% of the regions in northwest Liaoning Province were showing an upward trend in their ability to prevent wind and fix sand. The application of geographic detector models for driving factor analysis showed that the change in wind and sand fixation capacity was a process of multiple factors interacting with each other, greatly influenced by soil type, annual wind speed, and economic development level. Moreover, the interaction between various driving factors had a higher impact on wind and sand fixation than that of single factors. The results could improve the RWEQ model estimation and provide technical support for the long-term analysis of ecological function formation mechanisms and driving forces in the northwest region of Liaoning.在生态系统防风固沙功能研究中,土壤湿度因子是重要参量之一。传统方法多使用气象站点观测的潜在蒸发量、降雨量和灌溉量等估算土壤湿度,在空间连续性和数据可利用性方面均具有较大局限。基于遥感技术在土壤湿度探测方面的发展,本研究选择4种土壤湿度的遥感指标(MODIS蒸散比值法、SMAP土壤湿度比值法、可见光-短波红外干旱指数法、遥感湿度指数法)对修正风蚀方程模型(RWEQ)中的土壤湿度因子的计算过程做出改进,并利用改进后的算法分析辽西北地区20012021年防风固沙服务的时空变化及驱动因素。结果表明: MODIS蒸散比值法计算的土壤湿度与传统气象方法的相关性最高,二者经拟合后得到的公式可用于RWEQ模型中土壤湿度因子的计算改进。20012021年,辽西北地区防风固沙能力呈现北部及东部地区较强、中部及西部地区较弱的空间分布特征。经Mann-Kendall趋势检验,辽西北地区72.7%的区域防风固沙能力呈上升趋势。应用地理探测器模型进行驱动因素分析发现,防风固沙能力的变化是一个多因素相互作用的过程,受土壤类型、年均风速以及经济发展水平的影响较大,且各驱动因素之间的交互作用对防风固沙的影响高于单因素的影响。本研究结果可为RWEQ模型估算做出改进,同时为辽西北地区长时间的生态功能形成机制与驱动力分析提供技术支撑。.",maybe,0.7,soil moisture detection
